x,y,z
-37,-134,-1311
-163,-376,-1180
-68,-616,-1186
11,-620,-1054
80,-480,-895
7,-222,-687
33,3,-858
3,140,-1085
-15,-169,-1300
-140,-448,-1179
-81,-630,-1196
5,-634,-1116
105,-515,-956
44,-316,-708
35,-40,-806
13,134,-1048
-11,-81,-1282
-74,-454,-1186
-119,-624,-1204
0,-687,-1097
68,-534,-970
54,-382,-724
27,-140,-806
13,72,-999
-17,-95,-1262
-46,-376,-1218
-122,-525,-1210
7,-624,-1098
76,-546,-997
50,-419,-730
27,-124,-776
19,117,-981
-27,-39,-1245
-21,-407,-1210
-191,-601,-1196
5,-624,-1124
44,-536,-1016
76,-409,-757
7,-99,-763
31,109,-968
-31,76,-1216
-5,-298,-1249
-195,-484,-1206
0,-620,-1134
11,-550,-1009
103,-441,-761
9,-107,-724
31,109,-931
-29,136,-1171
15,-271,-1241
-210,-443,-1180
11,-577,-1157
-7,-519,-1034
132,-429,-786
5,-103,-718
52,115,-897
-13,204,-1161
39,-201,-1270
-165,-409,-1179
64,-552,-1161
56,-486,-1063
212,-390,-858
64,-83,-724
97,124,-878
17,234,-1159
13,-154,-1309
-183,-341,-1229
-7,-437,-1231
218,-470,-1081
273,-337,-866
810,-226,-593
347,126,-878
966,353,-1048
923,-70,-1331
774,-488,-1380
1305,-622,-1048
776,-341,-1208
1569,-583,-895
942,-177,-792
1163,218,-792
782,517,-1085
1266,150,-1362
694,-327,-1239
1034,-411,-1079
741,-376,-915
1194,-468,-780
1024,-199,-593
876,203,-771
886,589,-962
833,148,-1362
876,-298,-1138
710,-302,-1180
995,-357,-1104
931,-318,-1139
1200,-327,-812
894,263,-890
1110,552,-1079
985,288,-1362
1155,-232,-1216
958,-325,-1188
1126,-308,-1155
1438,-349,-1013
1462,-236,-776
1354,189,-722
1313,513,-1011
1469,257,-1307
1448,-245,-1290
1179,-333,-1194
1317,-322,-1079
1446,-292,-1052
1479,-271,-739
1153,128,-677
1153,448,-895
1015,257,-1180
1362,-304,-1188
868,-267,-1141
1225,-355,-966
1136,-318,-1048
1637,-497,-743
1087,46,-704
1393,374,-938
1015,191,-1341
1292,-304,-1305
940,-187,-1120
1102,-247,-1169
1305,-337,-1110
1446,-411,-845
1069,25,-659
1346,193,-903
1155,361,-1290
1413,-171,-1296
987,-265,-1173
1100,-337,-1138
1428,-382,-1071
1549,-407,-870
1097,80,-665
1401,327,-829
1194,394,-1280
1508,-370,-1296
860,-292,-1180
1442,-269,-921
1163,-349,-1077
1733,-441,-843
1077,-44,-683
1323,224,-847
1161,337,-1202
1444,-228,-1278
874,-23,-1079
1294,-359,-1038
1179,-302,-1097
1741,-737,-946
1339,23,-763
1311,454,-771
1403,216,-1081
1776,-253,-1378
1177,-245,-1120
1329,-109,-1087
1383,-343,-1171
1428,-423,-1114
1620,-255,-813
1184,357,-944
1503,343,-880
1143,203,-1391
1499,-286,-1112
1169,-173,-1268
1825,-404,-1100
1059,-181,-956
1510,-113,-624
1329,-138,-767
1520,275,-1116
1255,294,-1218
913,95,-1143
1524,-218,-1196
1411,-322,-1272
1491,-624,-913
1403,-206,-730
1393,70,-706
1366,497,-1093
1760,60,-1292
1065,-44,-1138
1300,-212,-1018
1352,-396,-1102
1838,-413,-1083
1282,-417,-753
1266,355,-716
1272,741,-983
1465,-9,-1393
1100,-89,-1184
958,-158,-1151
1116,-448,-1145
1520,-493,-1020
1300,-89,-739
1397,286,-776
1190,138,-901
1216,234,-1147
1462,-238,-1145
1067,-58,-1202
1776,-532,-1198
1452,-193,-1159
1622,-74,-737
1458,265,-751
1458,160,-985
1231,167,-1192
1282,-132,-1331
974,9,-1149
997,-236,-1114
1407,-312,-1003
1229,-288,-685
983,341,-523
1366,214,-860
833,52,-1245
917,111,-1266
782,-52,-995
851,-29,-1190
1020,-306,-1130
903,-265,-946
831,165,-638
589,171,-952
763,99,-1296
769,103,-1274
497,93,-1114
548,-162,-1169
673,-314,-1065
583,-306,-868
486,0,-663
620,169,-979
316,437,-1212
550,-199,-1255
322,236,-1177
396,-113,-1093
443,-585,-1167
427,-74,-1022
378,121,-597
126,650,-864
316,247,-1011
105,19,-1233
39,158,-1073
206,-460,-1237
175,-452,-1141
257,-150,-858
365,1,-610
197,281,-858
339,244,-1116
115,361,-1401
64,-138,-1161
-21,-44,-1116
60,-115,-1124
458,-283,-933
109,171,-663
76,62,-819
156,259,-1032
85,138,-1247
-27,68,-1071
-83,-17,-1171
50,-286,-1141
189,-228,-983
175,50,-771
103,179,-774
142,228,-1038
210,417,-1309
58,81,-1073
81,-105,-1184
257,-427,-1136
44,-97,-1016
372,-208,-722
-64,324,-743
189,189,-888
0,31,-1251
52,238,-1145
46,13,-1241
111,-144,-1180
144,-277,-946
245,-87,-724
48,234,-780
191,242,-942
23,191,-1272
70,-58,-1243
-60,-9,-1134
206,-173,-1112
238,-162,-1112
107,-85,-895
33,-60,-692
122,234,-923
83,199,-1225
52,11,-1262
25,35,-1134
37,-81,-1108
158,-253,-1030
103,-85,-788
37,19,-784
58,72,-972
29,210,-1069
-85,144,-1259
-60,-119,-1196
-111,40,-1106
48,-253,-1028
37,-40,-981
160,-242,-743
-72,400,-882
46,308,-1030
17,-122,-1300
-146,148,-1095
25,15,-1095
19,-85,-1112
165,-376,-985
27,-181,-759
27,290,-767
119,245,-1095
-23,183,-1292
-204,210,-1138
-52,-124,-1194
11,-201,-1114
101,-130,-876
-40,70,-646
-171,-177,-737
7,257,-1020
-91,253,-1276
-1,109,-1210
-64,-208,-1124
-160,-83,-1097
13,103,-909
-9,-203,-839
132,119,-827
-23,331,-1067
-17,124,-1159
-91,48,-1138
-35,-183,-1208
95,-132,-1124
277,52,-1013
5,-58,-743
66,66,-747
97,85,-940
-15,423,-1319
175,152,-1214
-150,232,-1264
27,-505,-1046
40,-1,-936
290,-138,-813
-37,-21,-858
-175,42,-833
37,158,-1204
-83,132,-1190
-25,167,-1175
103,70,-1028
173,-85,-1032
-9,-199,-897
-23,130,-761
185,3,-976
-109,204,-1192
52,-46,-1229
-142,87,-1206
25,-154,-1056
95,-119,-1044
60,7,-942
-160,-27,-702
48,273,-806
-95,58,-1048
160,66,-1294
-310,214,-1270
33,-103,-1083
-9,234,-1098
187,-468,-1001
-206,-1,-659
0,-81,-708
-195,222,-1161
156,333,-1335
-261,210,-1218
74,85,-991
40,-363,-1149
37,-42,-907
66,-384,-722
-103,236,-726
144,-11,-1112
-7,388,-1432
-181,294,-1216
72,-11,-1124
-1,-140,-999
91,-314,-960
-64,11,-685
160,122,-694
-210,177,-1052
-17,83,-1282
-117,177,-1237
11,-46,-1169
-152,-23,-1071
279,-134,-925
74,-150,-692
-76,56,-765
-52,128,-983
68,212,-1325
-111,81,-1276
-5,-11,-1163
-33,177,-1139
181,-343,-886
46,27,-687
-126,-109,-616
-48,9,-1036
70,271,-1319
-91,240,-1272
27,115,-1298
-62,-56,-1114
130,-175,-903
52,-177,-646
-78,56,-788
9,1,-999
-9,31,-1173
-179,162,-1180
78,253,-1210
-54,165,-1268
134,-150,-936
27,-177,-599
-17,-251,-698
62,132,-960
-117,-17,-1198
138,226,-1362
27,46,-1358
-117,113,-1138
181,-81,-901
89,-251,-733
-5,113,-636
3,-119,-931
-99,154,-1257
-42,48,-1212
-142,374,-1241
91,124,-1077
-60,29,-1011
56,-497,-712
-138,-9,-696
142,-46,-956
-37,179,-1237
156,115,-1284
-244,119,-1118
138,296,-1136
37,-89,-1026
122,-140,-782
-27,-240,-718
9,-130,-940
-152,290,-1130
0,-134,-1233
-107,452,-1157
128,314,-1143
-148,-183,-1136
60,-240,-849
21,-195,-813
58,54,-847
-33,72,-1108
-115,269,-1229
-140,263,-1169
46,48,-1180
81,146,-1071
119,-230,-976
-101,-314,-720
-91,99,-622
3,81,-1016
117,117,-1301
7,288,-1106
-95,173,-1313
80,13,-1247
220,-310,-884
-56,39,-556
154,-134,-755
-3,35,-1223
31,193,-1280
-193,281,-1155
19,85,-1171
44,-52,-1153
40,-222,-890
-40,-105,-671
11,19,-745
-46,-64,-1032
-23,277,-1278
-11,160,-1212
-70,308,-1220
72,-35,-1237
13,-109,-1020
175,-177,-566
-62,-132,-698
-9,25,-1069
-156,-70,-1311
-218,222,-1065
5,284,-1040
68,54,-1309
42,-7,-1069
-42,-39,-575
-39,-353,-700
-58,52,-1028
-39,144,-1253
58,203,-1235
-83,169,-1284
-150,140,-1132
146,-103,-985
158,-220,-704
0,3,-675
-33,-154,-901
-115,50,-1186
13,245,-1130
5,249,-1179
29,122,-1188
58,9,-1030
245,-325,-763
11,11,-644
-31,-46,-905
115,-74,-1233
-17,259,-1235
80,244,-1147
23,244,-1171
117,-124,-1091
-101,-222,-831
97,-238,-544
-103,-117,-878
-70,19,-1196
-76,277,-1255
-27,175,-1093
23,300,-1184
119,119,-1247
117,-245,-936
-66,-216,-575
-74,-83,-771
-140,288,-1190
-48,277,-1307
-76,156,-1180
183,-290,-823
-19,-119,-644
-23,-35,-776
-167,85,-1104
23,19,-1212
-128,204,-1227
72,458,-1231
136,187,-1212
78,-366,-993
-226,-363,-568
19,-224,-683
89,208,-1071
-35,134,-1329
-175,126,-1337
60,273,-1155
-1,226,-1151
140,-89,-919
44,-230,-667
56,-191,-683
-74,3,-1026
-54,81,-1257
-72,122,-1175
64,322,-1286
113,95,-1182
17,162,-927
13,-361,-616
15,-128,-722
-162,-130,-931
15,195,-1260
-48,136,-1311
15,279,-1231
-111,261,-1138
83,-138,-968
187,-244,-853
-156,-40,-669
-95,-363,-802
52,115,-1122
3,136,-1272
-91,443,-1198
-13,122,-1169
324,11,-1050
-128,-228,-778
-126,-378,-546
-3,-52,-845
17,107,-1259
-115,230,-1198
27,85,-1227
-3,343,-1200
244,35,-1141
50,78,-911
-58,-361,-650
-117,-185,-636
37,-54,-1108
54,259,-1380
-111,240,-1274
-13,201,-1266
210,21,-1065
-89,-5,-765
54,-300,-610
-29,-62,-763
-56,-91,-1089
27,245,-1280
37,265,-1276
72,269,-1223
29,-15,-1171
44,-197,-882
58,-150,-616
-81,-288,-677
-128,-9,-1007
33,109,-1325
-121,349,-1303
-111,312,-1300
103,160,-1134
93,3,-833
21,-361,-653
-72,-208,-704
-52,39,-942
21,195,-1296
121,54,-1331
-183,374,-1270
39,58,-1145
199,64,-936
25,-74,-634
-37,-339,-698
-83,-78,-987
-13,150,-1169
-177,269,-1339
3,130,-1274
-70,76,-1229
64,91,-884
64,-64,-638
-103,-372,-718
-124,-111,-938
-183,-50,-1247
107,302,-1272
-27,486,-1270
44,212,-1266
19,-228,-1048
58,-324,-685
-101,-25,-638
-171,-103,-856
-183,-107,-1063
-224,322,-1223
-33,212,-1423
-351,519,-1292
-156,-31,-999
-83,-42,-605
-296,-396,-628
-156,-152,-849
-240,107,-1139
-273,-93,-1225
-193,302,-1344
-624,443,-1251
-40,-95,-878
-882,-273,-919
-1059,81,-571
-1284,21,-794
-1288,-46,-1159
-1464,158,-1270
-1557,433,-1520
-1264,614,-956
-1401,-146,-1169
-1110,-72,-728
-1641,-394,-685
-1182,27,-540
-1575,167,-1087
-1028,411,-1339
-1327,195,-1530
-968,404,-1378
-1075,181,-1313
-821,60,-909
-1212,-191,-724
-1227,-349,-560
-1153,-76,-761
-700,66,-1432
-962,591,-1442
-1024,66,-1393
-966,429,-845
-800,-253,-954
-892,616,-624
-1042,-497,-560
-1042,-443,-784
-1327,29,-1471
-1182,772,-1458
-1421,447,-1335
-956,-314,-960
-1337,-349,-987
-1112,603,-484
-1522,-273,-495
-1655,-226,-614
-1054,-275,-1360
-1305,968,-1477
-1364,774,-1333
-1450,-316,-1325
-1100,-277,-1216
-1339,253,-851
-1241,156,-507
-1284,-366,-823
-1208,-181,-1352
-1194,878,-1423
-1237,597,-1350
-1180,-220,-1167
-886,-89,-1081
-1194,460,-638
-1278,-17,-501
-1557,-339,-704
-1026,-212,-1311
-1301,550,-1620
-1284,597,-1296
-1214,242,-1200
-866,-564,-1151
-1276,659,-653
-1317,-447,-339
-1380,-162,-564
-995,-484,-1143
-1477,858,-1448
-1321,448,-1301
-1438,-95,-1342
-1034,50,-1239
-1124,368,-964
-1684,-146,-536
-1464,-482,-550
-1180,-39,-1206
-1268,640,-1528
-1700,386,-1348
-1374,35,-1225
-1063,-119,-1198
-1149,528,-911
-1485,-66,-454
-1549,-552,-497
-1426,-27,-1081
-1225,722,-1577
-1569,437,-1477
-1489,-23,-1180
-1323,-64,-1348
-1182,499,-1036
-1684,-201,-448
-1559,-372,-251
-1399,-480,-1003
-1153,829,-1423
-1583,435,-1309
-1237,376,-1046
-1089,-462,-1385
-1227,677,-1034
-1606,-126,-499
-1368,-347,-376
-1173,-384,-1134
-1161,587,-1514
-1565,620,-1342
-1401,242,-1167
-1005,-355,-1385
-974,390,-1095
-1421,171,-419
-1569,-447,-357
-1177,-298,-909
-1286,429,-1540
-1563,624,-1364
-1417,132,-1247
-1022,-111,-1508
-1260,355,-1253
-1667,33,-456
-1569,-339,-341
-1317,-402,-993
-1288,601,-1389
-1778,536,-1231
-1438,64,-1171
-1073,25,-1471
-1110,568,-1139
-1624,-58,-486
-1409,-640,-378
-1212,-443,-1011
-1143,716,-1383
-1709,532,-1366
-1399,-29,-1309
-1061,150,-1532
-938,605,-1182
-1600,33,-566
-1411,-571,-310
-1286,-433,-815
-1245,636,-1243
-1530,411,-1294
-1329,35,-1264
-1079,29,-1528
-1091,638,-1294
-1493,54,-620
-1325,-601,-349
-1128,-308,-880
-993,511,-1266
-1380,448,-1237
-1020,-29,-1237
-862,62,-1487
-673,503,-1188
-985,46,-599
-985,-675,-347
-907,-384,-765
-759,443,-1212
-884,411,-1339
-819,68,-1333
-646,204,-1481
-458,433,-1278
-677,35,-698
-671,-556,-349
-609,-331,-675
-406,230,-1120
-548,296,-1223
-450,140,-1305
-279,165,-1469
-115,271,-1282
-286,83,-691
-304,-347,-509
-281,-355,-741
-308,68,-1071
-308,284,-1245
-240,245,-1413
-179,167,-1432
-105,162,-1231
-175,39,-759
-191,-201,-458
-251,-355,-607
-204,-52,-938
-150,228,-1274
-160,386,-1432
-105,222,-1475
21,162,-1307
-46,83,-911
-132,-220,-540
-163,-320,-599
-206,-74,-927
-162,142,-1223
-201,255,-1350
-122,236,-1438
-54,253,-1290
-46,19,-944
-171,-189,-566
-173,-296,-595
-214,15,-870
-111,70,-1229
-181,236,-1442
-66,261,-1497
-37,245,-1337
-17,0,-989
-148,-171,-599
-169,-286,-527
-244,-62,-751
-113,72,-1182
-189,232,-1391
-128,327,-1448
-60,228,-1339
15,-39,-1077
-107,-167,-659
-158,-269,-536
-234,-93,-755
-117,-29,-1171
-171,269,-1372
-83,333,-1454
-76,310,-1331
-5,-70,-1089
-121,-185,-651
-130,-220,-499
-204,-130,-683
-93,-44,-1102
-128,165,-1358
-46,357,-1446
-13,290,-1385
64,-15,-1141
-27,-130,-712
-87,-212,-501
-162,-144,-650
-37,-50,-1073
-72,191,-1341
-46,331,-1417
-15,318,-1383
83,37,-1179
7,-150,-726
-83,-203,-499
-97,-128,-661
-23,-103,-1079
-35,171,-1356
-11,322,-1428
46,349,-1391
134,64,-1177
46,-130,-751
-7,-251,-495
-48,-185,-620
-19,-83,-1016
-9,122,-1309
-13,296,-1409
46,355,-1387
136,113,-1210
130,-103,-839
54,-224,-548
40,-183,-610
44,-101,-1015
91,64,-1307
76,286,-1378
142,322,-1382
240,113,-1245
220,-113,-880
58,-199,-548
31,-199,-610
23,-70,-929
33,58,-1292
-23,312,-1383
40,361,-1387
78,167,-1274
37,-109,-915
-56,-193,-542
-89,-179,-566
-144,-99,-882
-64,0,-1229
-146,283,-1376
-40,390,-1423
25,224,-1315
19,-126,-995
-76,-167,-612
-68,-218,-573
-160,-70,-843
-25,-27,-1210
-124,253,-1387
-33,384,-1423
11,230,-1323
54,-50,-1022
-74,-148,-624
-105,-214,-544
-171,-74,-812
-33,-31,-1202
-148,255,-1364
-46,380,-1438
17,204,-1356
74,-76,-1059
-17,-156,-644
-15,-228,-527
-134,-117,-743
-9,-74,-1143
-83,218,-1346
-13,355,-1411
19,283,-1335
119,-15,-1126
-9,-142,-683
-21,-257,-550
-107,-146,-728
-5,-66,-1112
-62,201,-1337
15,335,-1430
25,306,-1348
140,19,-1151
31,-136,-728
-1,-236,-523
-60,-160,-685
-19,-85,-1071
-17,154,-1311
11,312,-1405
42,327,-1360
167,52,-1179
64,-128,-778
13,-245,-534
-23,-175,-630
9,-68,-1018
7,144,-1303
-3,312,-1389
58,335,-1368
134,72,-1202
76,-103,-839
3,-214,-538
-40,-201,-624
-9,-115,-979
13,101,-1290
-23,308,-1387
37,363,-1376
117,93,-1241
76,-115,-892
-7,-197,-562
-40,-197,-599
-37,-80,-929
13,40,-1276
-60,304,-1382
31,365,-1391
101,148,-1278
81,-103,-946
-31,-181,-595
-40,-201,-597
-72,-93,-897
0,9,-1239
-95,316,-1360
21,361,-1409
64,173,-1284
76,-117,-979
-25,-154,-609
-29,-226,-589
-80,-80,-839
-7,-11,-1206
-85,281,-1358
13,386,-1419
52,212,-1321
81,-74,-1030
-9,-142,-648
-21,-210,-562
-66,-105,-804
-5,-44,-1175
-64,253,-1341
17,361,-1424
37,228,-1333
113,-54,-1061
7,-146,-673
-17,-195,-556
-78,-122,-761
-11,-72,-1134
-66,222,-1309
0,361,-1413
13,275,-1342
109,-29,-1108
15,-126,-708
-11,-224,-542
-66,-126,-728
-21,-80,-1083
-54,175,-1300
7,343,-1415
19,286,-1362
128,-5,-1141
37,-126,-749
-5,-220,-536
-68,-154,-673
-11,-103,-1052
-42,160,-1282
1,345,-1401
25,331,-1358
128,29,-1182
37,-115,-790
0,-218,-562
-46,-179,-665
-29,-95,-1001
-17,97,-1282
-13,331,-1393
23,333,-1380
124,66,-1227
60,-97,-839
-7,-222,-554
-48,-189,-620
-37,-101,-956
9,80,-1259
-58,333,-1382
35,343,-1395
109,107,-1247
54,-115,-894
-9,-193,-575
-44,-191,-603
-42,-87,-929
9,46,-1260
-58,312,-1378
35,380,-1411
101,152,-1288
78,-109,-940
-5,-179,-595
-11,-201,-593
-25,-83,-892
56,-5,-1235
-21,292,-1364
101,368,-1405
160,201,-1315
224,-136,-989
148,-162,-616
142,-199,-575
150,-97,-837
224,-37,-1192
238,193,-1354
310,415,-1462
445,222,-1344
439,-74,-1048
392,-257,-605
349,-210,-548
331,-62,-778
327,-74,-1163
355,81,-1325
406,402,-1475
472,296,-1366
503,-81,-1061
406,-212,-603
365,-216,-517
271,-54,-730
318,-99,-1108
296,35,-1341
343,396,-1481
386,327,-1401
450,7,-1087
327,-212,-655
263,-206,-513
240,-62,-700
234,-132,-1089
203,66,-1344
226,312,-1504
277,353,-1391
325,60,-1138
220,-179,-687
111,-197,-501
46,-117,-636
66,-107,-1044
70,58,-1319
64,333,-1506
128,357,-1393
173,54,-1188
89,-179,-720
44,-201,-499
-1,-121,-599
9,-113,-1013
-9,-3,-1350
-17,271,-1434
23,384,-1374
115,154,-1175
66,-85,-849
7,-218,-597
-44,-146,-661
23,-183,-989
1,-113,-1251
-48,171,-1305
-23,325,-1280
72,245,-1171
68,101,-925
35,46,-753
5,-103,-782
62,-179,-1005
50,-263,-1184
-50,58,-1182
33,171,-1194
74,187,-1180
83,97,-1020
31,132,-851
31,58,-829
80,-35,-948
74,-214,-1093
-21,-11,-1054
-19,185,-1102
81,121,-1200
78,58,-1149
15,80,-966
64,54,-925
76,-40,-968
70,-230,-1001
-37,64,-970
11,173,-1075
74,253,-1225
87,62,-1218
35,122,-1015
126,11,-935
74,-40,-921
111,-312,-931
-29,-101,-950
42,89,-1120
23,218,-1212
83,156,-1282
31,201,-1089
101,107,-974
37,-19,-882
56,-214,-884
-66,-175,-899
-70,44,-1042
-97,121,-1218
19,87,-1335
0,140,-1188
44,107,-962
-23,17,-843
35,-193,-853
-97,-126,-872
-87,81,-1048
-99,195,-1237
-1,81,-1311
9,119,-1206
54,33,-985
-37,-35,-819
48,-255,-804
-66,-113,-837
-111,58,-1020
-50,195,-1241
50,210,-1348
44,203,-1223
74,148,-1038
17,-29,-808
72,-296,-810
-19,-269,-870
-62,-97,-944
-39,74,-1128
9,245,-1286
60,281,-1255
89,228,-1095
46,93,-849
27,-154,-823
5,-277,-829
-31,-173,-911
-60,40,-1091
23,146,-1311
46,224,-1325
25,236,-1132
42,103,-935
87,-113,-813
17,-284,-835
-103,-99,-841
-54,42,-1022
-17,199,-1325
64,197,-1385
40,273,-1165
103,64,-964
29,-109,-872
46,-337,-771
-21,-117,-821
-64,29,-999
0,146,-1309
40,281,-1401
42,329,-1179
107,124,-995
-3,-11,-870
101,-312,-720
11,-265,-802
-52,-97,-1057
-146,199,-1303
56,165,-1368
85,327,-1255
117,324,-1071
0,3,-796
27,-325,-685
5,-277,-874
-89,37,-989
-177,83,-1190
-109,263,-1368
17,136,-1325
44,167,-1063
-17,111,-841
-19,-247,-759
23,-208,-767
-130,-54,-1007
-111,310,-1223
-39,11,-1370
-89,265,-1294
126,171,-1102
99,62,-810
46,-316,-802
-101,-208,-720
-27,-136,-948
-218,179,-1124
68,128,-1446
13,355,-1370
109,130,-1081
3,126,-851
115,-122,-772
-54,-329,-767
-37,-199,-876
-195,33,-1145
11,206,-1395
-42,275,-1364
109,204,-1085
33,119,-894
103,-152,-747
-27,-302,-759
5,-103,-944
-156,21,-1085
29,158,-1288
109,206,-1409
50,261,-1155
23,107,-897
60,-187,-812
-23,-304,-771
-117,-136,-782
-1,109,-1077
56,181,-1415
37,271,-1350
37,298,-1118
97,95,-976
76,-107,-880
-11,-341,-733
31,-193,-839
-117,31,-989
-111,89,-1229
95,204,-1444
19,308,-1292
87,140,-935
42,56,-800
97,-296,-761
0,-142,-839
-115,-74,-981
-54,165,-1274
35,210,-1423
-29,201,-1280
23,214,-1015
44,-11,-823
54,-279,-751
-9,-169,-794
-173,-39,-895
21,144,-1284
19,273,-1436
5,271,-1292
64,193,-1065
17,-17,-849
27,-240,-747
-80,-267,-788
-80,-37,-929
-234,58,-1161
17,160,-1362
87,359,-1423
-1,232,-1112
54,74,-819
99,-265,-827
-81,-189,-749
-121,-85,-882
17,40,-1208
-64,81,-1354
-3,288,-1243
50,226,-1173
3,263,-999
76,-290,-833
33,-259,-776
-9,-222,-827
-189,52,-1040
-37,99,-1223
17,173,-1305
7,452,-1223
19,263,-1044
117,-31,-1024
62,-480,-802
-148,-163,-730
-111,-101,-892
0,78,-1235
-42,201,-1350
15,415,-1243
132,281,-1091
203,46,-1059
0,-384,-743
-42,-337,-691
-85,-54,-839
-9,54,-1153
-42,310,-1356
68,294,-1383
85,361,-1192
195,0,-1020
140,-306,-771
-27,-466,-585
-115,-124,-732
-154,156,-1087
23,236,-1454
0,392,-1430
23,361,-1237
105,58,-968
171,-331,-741
-83,-427,-552
-132,-156,-710
-154,52,-1044
-15,284,-1487
-39,327,-1501
83,308,-1282
62,244,-972
121,-245,-780
-85,-376,-552
-89,-322,-691
-52,-11,-1091
-83,269,-1382
37,345,-1491
144,366,-1395
136,121,-1046
124,-162,-728
-27,-322,-513
-48,-316,-708
-122,15,-1083
-119,111,-1264
95,460,-1567
-13,327,-1352
97,156,-1034
115,-201,-788
56,-335,-591
-185,-206,-632
-150,-128,-1015
-64,130,-1358
37,448,-1491
72,433,-1434
-13,236,-1063
107,-226,-843
-15,-361,-575
-156,-240,-620
-175,-162,-890
40,148,-1341
0,357,-1522
35,488,-1382
-21,183,-1087
203,-3,-913
19,-314,-628
-101,-308,-651
-66,-191,-862
-83,66,-1307
-15,331,-1479
138,499,-1423
130,251,-1196
89,-85,-866
44,-316,-609
-39,-343,-626
-156,-130,-853
-70,-1,-1233
-72,310,-1432
39,445,-1491
66,392,-1186
154,-83,-864
70,-300,-650
-66,-413,-610
-138,-119,-780
-52,-5,-1188
-64,304,-1464
33,363,-1446
52,406,-1208
37,107,-974
140,-372,-769
-101,-382,-548
-158,-83,-720
-95,-115,-1128
-17,259,-1440
11,419,-1477
111,327,-1264
9,97,-938
269,-218,-749
-9,-370,-599
-91,-251,-702
-167,-23,-1028
-33,236,-1401
17,378,-1553
78,402,-1280
60,130,-985
122,-212,-794
-17,-368,-581
-27,-290,-657
-183,29,-1044
-9,113,-1331
105,343,-1501
89,421,-1368
37,238,-1036
117,-187,-796
46,-384,-622
-124,-212,-675
-156,-113,-913
-50,87,-1294
15,398,-1520
72,380,-1403
105,271,-1116
99,-46,-841
19,-355,-593
0,-310,-642
-80,-140,-907
-158,80,-1284
-1,353,-1481
60,423,-1448
103,269,-1136
64,-85,-905
25,-357,-622
-44,-288,-546
-95,-130,-872
-85,39,-1260
23,322,-1428
23,466,-1428
158,320,-1225
99,-25,-1026
-27,-327,-644
-74,-378,-517
-29,-101,-825
-150,-44,-1243
-160,382,-1413
76,349,-1423
199,378,-1333
-21,101,-968
33,-322,-669
-46,-406,-521
5,-138,-755
-242,0,-1104
-113,247,-1423
35,324,-1485
181,394,-1325
27,306,-1001
83,-361,-798
-105,-499,-638
-193,-216,-581
