x,y,z,
-81,-95,-1009,
-101,1,-1005,
-122,177,-901,
-218,-72,-1038,
-132,-74,-1065,
-187,48,-1036,
-152,210,-933,
-175,48,-1020,
-66,-42,-1077,
-154,9,-1098,
-185,136,-938,
-210,23,-983,
-111,-21,-1044,
-134,-23,-1073,
-218,74,-985,
-210,11,-1044,
-158,68,-1013,
-101,76,-1050,
-177,89,-1022,
-124,-21,-981,
-83,-5,-972,
-103,70,-993,
-173,50,-1009,
-138,-50,-1087,
-117,-31,-1048,
-101,148,-981,
-97,97,-1034,
-50,40,-1030,
-76,-17,-1057,
-76,-23,-1020,
-144,124,-913,
-37,13,-981,
-66,-13,-1038,
-39,9,-1030,
-95,58,-999,
-78,163,-1016,
-35,19,-1040,
-64,-15,-1126,
-42,3,-999,
-44,80,-931,
-37,40,-991,
-70,-17,-1069,
-81,5,-1028,
-56,54,-1020,
-80,56,-950,
-21,39,-1056,
-29,68,-1018,
-29,64,-1011,
-58,-85,-1009,
-66,58,-1009,
-35,33,-964,
-44,29,-1054,
-35,-39,-1069,
-27,46,-1030,
-72,191,-991,
-19,56,-1030,
-21,-44,-1120,
-19,0,-1026,
-56,93,-909,
37,0,-952,
-7,-48,-1091,
19,5,-1030,
13,66,-1005,
80,89,-1011,
138,50,-1052,
154,52,-1056,
117,40,-1013,
99,-40,-1013,
35,44,-1003,
83,70,-952,
42,-33,-1052,
66,-9,-1044,
46,58,-991,
-21,171,-989,
44,-1,-999,
11,13,-1098,
3,35,-1015,
-25,31,-917,
-17,-5,-958,
-54,29,-1057,
-58,23,-1016,
-83,9,-1032,
-93,117,-1007,
-68,122,-1028,
-48,13,-1052,
-15,-64,-1032,
-50,44,-1005,
-54,103,-952,
-54,11,-970,
-64,-46,-1100,
-78,39,-1015,
-48,89,-999,
-52,87,-1063,
-5,37,-1052,
-85,42,-1075,
-58,-21,-989,
-91,-21,-981,
-52,74,-956,
-72,54,-993,
-35,-56,-1032,
-40,-25,-1034,
-103,201,-974,
-23,17,-1030,
-44,-11,-1093,
9,-11,-1032,
-44,62,-952,
-1,11,-954,
15,-5,-1048,
-50,35,-1075,
-48,3,-1011,
-29,80,-993,
-27,105,-1061,
46,64,-1024,
19,-23,-1042,
3,3,-987,
-31,52,-981,
0,54,-989,
-17,-35,-1034,
35,-1,-1056,
-13,107,-983,
31,70,-999,
58,62,-1067,
-1,66,-1071,
35,15,-1001,
-5,-40,-958,
9,85,-938,
0,13,-1015,
72,-21,-1028,
-21,5,-1036,
-35,175,-1026,
-35,70,-1028,
64,-64,-1102,
11,35,-1042,
15,46,-954,
-13,44,-950,
-7,0,-1032,
-44,3,-1061,
-62,13,-1034,
-40,31,-1011,
-48,144,-1015,
21,74,-1030,
11,-78,-1042,
29,21,-1011,
-40,80,-933,
-15,13,-1013,
-50,-60,-1077,
-29,15,-1028,
-29,91,-1001,
-5,78,-979,
40,54,-1056,
-31,42,-1077,
13,-48,-1015,
-29,-5,-966,
0,126,-936,
-7,15,-1011,
23,-72,-1040,
-46,83,-1011,
-15,119,-983,
-11,60,-1044,
23,13,-1075,
13,42,-1034,
11,21,-944,
31,-23,-956,
9,42,-1013,
-13,29,-1034,
-31,-40,-1057,
-54,85,-987,
-44,152,-1005,
64,60,-1059,
35,-68,-1061,
21,46,-1005,
-5,81,-925,
19,-46,-1018,
-48,19,-1073,
-52,42,-1042,
-25,42,-995,
-25,140,-987,
50,56,-1061,
1,-5,-1052,
37,-39,-1016,
-66,89,-958,
3,60,-970,
-44,-54,-1015,
0,-9,-1089,
-50,80,-999,
-19,89,-993,
25,48,-1044,
-39,95,-1063,
25,-11,-1050,
-21,-13,-956,
3,113,-962,
-7,7,-1018,
13,-54,-1040,
-17,17,-1028,
-46,191,-991,
-37,42,-1034,
11,25,-1081,
11,5,-1052,
19,3,-962,
31,21,-948,
-3,74,-1005,
-21,11,-1056,
-40,-54,-1040,
-60,128,-1018,
-42,111,-993,
19,-3,-1063,
35,-25,-1040,
7,52,-977,
-3,9,-927,
11,13,-1005,
-35,46,-1048,
-33,-39,-1069,
-50,23,-1009,
-40,156,-987,
33,80,-1028,
25,-25,-1091,
23,-15,-1020,
-29,56,-929,
-13,-11,-1001,
-29,0,-1040,
-31,5,-1050,
-44,37,-995,
7,105,-1016,
33,93,-1034,
15,-5,-1067,
15,-72,-1056,
-42,93,-974,
11,66,-938,
1,-44,-1050,
11,11,-1057,
-25,31,-1009,
-33,93,-976,
-15,105,-1040,
-1,64,-1056,
25,-80,-1042,
-5,60,-995,
136,175,-915,
27,-60,-1054,
245,-107,-1052,
242,128,-999,
249,193,-981,
427,-40,-974,
462,70,-1110,
595,-15,-1024,
538,64,-1016,
642,0,-981,
671,-42,-991,
743,70,-1100,
728,103,-1054,
661,124,-999,
745,-50,-989,
739,226,-1005,
735,-113,-987,
780,-66,-913,
661,111,-970,
648,171,-977,
632,-52,-1022,
530,-29,-993,
523,146,-1009,
509,146,-1022,
509,-13,-1065,
427,-99,-1028,
388,-66,-985,
353,238,-923,
208,56,-997,
277,-197,-1044,
136,64,-1032,
152,382,-970,
101,-52,-1056,
148,-124,-1139,
68,5,-1042,
-5,251,-940,
58,-44,-948,
-62,15,-1054,
27,-19,-1079,
-33,78,-1038,
-29,179,-981,
66,-23,-1071,
54,-17,-1087,
48,148,-989,
-21,-11,-958,
93,-50,-970,
1,62,-1056,
83,35,-1022,
27,-74,-1032,
113,99,-1018,
74,204,-1024,
177,-5,-1048,
105,-19,-1052,
80,-23,-968,
113,60,-935,
44,134,-979,
113,0,-1067,
93,-101,-1015,
105,134,-995,
27,218,-991,
169,-29,-1067,
91,-105,-1054,
31,105,-995,
44,46,-921,
48,44,-991,
62,-19,-1065,
72,-15,-1040,
44,109,-933,
9,191,-1003,
78,-39,-1081,
62,-87,-1067,
-50,130,-958,
44,-7,-940,
21,-27,-1016,
35,37,-1038,
9,-21,-1040,
89,121,-987,
33,191,-1054,
107,39,-1075,
95,-97,-1067,
37,66,-1007,
70,-11,-938,
66,83,-997,
68,39,-1020,
56,-117,-1083,
72,66,-999,
15,259,-1003,
54,25,-1065,
74,-115,-1079,
-21,70,-987,
-15,60,-946,
35,9,-985,
-9,23,-1038,
-37,-54,-1067,
-15,56,-989,
-31,245,-977,
-1,-7,-1089,
-15,-85,-1093,
-64,58,-999,
-66,66,-919,
-35,-29,-981,
-11,21,-1042,
-40,-3,-1034,
-21,87,-991,
0,210,-995,
-21,3,-1079,
25,-91,-1065,
-44,54,-999,
-17,89,-931,
-19,15,-974,
23,-17,-1032,
-44,-15,-1036,
13,39,-1003,
-27,263,-981,
37,23,-1073,
33,-72,-1069,
-5,19,-1005,
-15,52,-935,
17,7,-989,
7,23,-1040,
-35,-70,-1046,
-7,76,-1013,
-11,249,-981,
13,-7,-1100,
29,-87,-1083,
-68,35,-987,
-35,25,-931,
-23,74,-993,
0,9,-1063,
-37,-80,-1054,
-7,105,-997,
-25,236,-964,
35,-21,-1087,
25,-39,-1077,
-1,54,-997,
-3,19,-931,
3,97,-995,
19,-44,-1048,
-21,-76,-1069,
5,160,-979,
-11,236,-991,
66,-72,-1085,
39,9,-1075,
-11,-3,-944,
11,35,-970,
-19,115,-952,
33,-31,-1052,
-9,-95,-1056,
7,185,-1005,
11,117,-997,
58,27,-1079,
33,-17,-1063,
1,-58,-981,
0,107,-977,
-33,158,-966,
25,-85,-1052,
-27,-89,-1061,
-23,152,-981,
-11,117,-1011,
1,78,-1063,
11,-25,-1079,
-27,-70,-974,
-17,99,-929,
-76,126,-974,
46,-124,-1075,
-62,-5,-1050,
-76,216,-981,
-21,35,-1024,
-27,115,-1116,
-5,-126,-1054,
-31,23,-983,
-5,111,-895,
-50,80,-1009,
23,-83,-1056,
-72,68,-1050,
-40,87,-1001,
-21,81,-1032,
-13,115,-1085,
37,-115,-1069,
-17,35,-954,
-21,124,-909,
15,-19,-1003,
21,-11,-1056,
-50,56,-1026,
27,40,-1015,
-25,232,-1003,
27,-48,-1067,
35,-95,-1112,
-25,74,-905,
-3,54,-911,
15,33,-1015,
19,25,-1048,
-21,-3,-1036,
0,121,-1003,
1,173,-1030,
50,-50,-1104,
42,-21,-1069,
-3,-29,-962,
33,19,-942,
-17,130,-1003,
17,-15,-1073,
-17,-25,-1003,
-46,181,-997,
-40,81,-1011,
11,-3,-1106,
-85,27,-1050,
-56,-122,-958,
-122,140,-907,
-68,31,-1016,
-103,-91,-1091,
-115,99,-989,
-117,132,-993,
-64,89,-1063,
-56,37,-1091,
-97,-95,-1020,
-66,-29,-962,
-111,226,-897,
-72,-58,-1048,
-122,-48,-1093,
-191,-11,-1038,
-236,193,-993,
-388,160,-1075,
-404,-97,-1079,
-320,-234,-923,
-745,222,-968,
-747,150,-958,
-704,-74,-1046,
-743,-37,-1057,
-944,152,-1016,
-853,230,-936,
-720,-21,-1016,
-757,-327,-1061,
-843,66,-907,
-821,284,-913,
-626,-66,-1093,
-677,-171,-1163,
-675,142,-1009,
-587,265,-1022,
-482,210,-1056,
-402,-226,-1145,
-327,-76,-1083,
-296,76,-991,
-245,-72,-977,
-253,13,-1011,
-121,80,-1095,
-78,56,-1073,
-132,183,-944,
-85,31,-989,
-50,81,-1048,
-44,-13,-1097,
-62,-203,-989,
-97,80,-890,
-87,115,-960,
-58,-78,-1018,
-58,35,-970,
-89,150,-970,
-9,183,-1003,
-31,-3,-1032,
-62,-273,-960,
-76,83,-876,
-54,232,-1003,
35,-39,-1114,
-109,-74,-1032,
-99,54,-1009,
-3,208,-1063,
-17,206,-1106,
9,-245,-1075,
-83,-37,-929,
-111,130,-917,
-15,95,-1061,
-29,11,-1026,
-121,-91,-1052,
-66,179,-1009,
-46,296,-1054,
-15,-105,-1089,
-68,-181,-1013,
-93,-48,-911,
-58,81,-985,
-113,212,-979,
-46,-177,-1052,
-62,-68,-1075,
-132,365,-958,
-74,117,-1016,
-50,-56,-1059,
-119,-87,-1052,
-70,-134,-1003,
-187,242,-940,
-175,3,-1013,
-89,-50,-1151,
-146,121,-1046,
-140,97,-1022,
-165,210,-987,
-83,-17,-1077,
-117,-218,-1069,
-156,126,-919,
-130,83,-925,
-50,35,-1011,
-148,3,-1056,
-58,-25,-1005,
-78,236,-1003,
-66,111,-1081,
52,-234,-1087,
-81,11,-944,
-46,19,-909,
-3,226,-977,
42,1,-1042,
-1,-109,-1091,
-76,206,-970,
-9,136,-993,
44,46,-1093,
-29,-109,-1034,
0,-148,-935,
-19,203,-915,
-35,140,-1028,
91,-160,-1087,
-23,60,-997,
5,156,-1030,
119,185,-1065,
76,-29,-1067,
27,-242,-1016,
-3,89,-903,
42,99,-964,
13,35,-1075,
-72,23,-1016,
54,-101,-1054,
5,308,-1038,
33,107,-1054,
132,-179,-1071,
70,1,-964,
58,-48,-958,
115,203,-976,
85,33,-1018,
76,-134,-1089,
21,195,-1026,
66,130,-1013,
46,62,-1065,
-7,-50,-1020,
66,-218,-977,
-40,228,-913,
-85,111,-964,
50,-101,-1073,
-78,50,-1028,
-56,89,-1015,
-52,283,-1026,
56,-25,-1081,
-27,-212,-1069,
-115,35,-843,
-29,103,-929,
-44,179,-1061,
-78,-58,-1104,
-33,-78,-1028,
-89,312,-999,
-48,68,-1077,
9,-64,-1079,
-68,-103,-989,
-93,-60,-944,
-91,284,-946,
-9,-54,-1054,
-72,-42,-1065,
-93,136,-1003,
17,144,-1032,
-27,138,-1054,
-42,-163,-1050,
11,-156,-960,
-52,197,-888,
-31,56,-1026,
-1,21,-1056,
-29,-117,-1057,
-35,177,-1050,
-29,308,-995,
140,-165,-1077,
-21,-60,-1050,
-31,-89,-911,
60,175,-936,
-27,146,-1028,
0,-158,-1098,
-33,85,-952,
19,185,-1015,
-1,117,-1073,
33,-48,-1050,
21,-267,-989,
-42,167,-956,
-33,126,-977,
93,-7,-1081,
-64,-7,-1003,
-23,35,-1036,
81,337,-1011,
78,-72,-1122,
-19,-152,-1034,
-15,3,-876,
60,72,-956,
-50,197,-1030,
-9,-97,-1071,
11,-46,-1044,
-33,265,-999,
-17,85,-1056,
52,29,-1056,
-11,-242,-1013,
-74,5,-970,
-35,230,-925,
27,-40,-1052,
-64,3,-1073,
-62,-7,-997,
46,249,-1005,
-37,124,-1050,
11,-210,-1075,
-13,-29,-917,
-1,54,-929,
-62,191,-1003,
-17,-40,-1056,
25,-95,-1093,
-93,245,-999,
19,109,-1030,
56,5,-1046,
-27,-162,-1050,
-60,-44,-936,
-39,267,-903,
48,-66,-1071,
-72,44,-1091,
-17,-23,-1007,
48,234,-999,
-40,181,-1067,
85,-222,-1079,
17,-27,-931,
-11,13,-936,
-46,187,-1007,
48,-3,-1057,
9,-152,-1057,
-78,286,-983,
80,107,-1042,
99,23,-1079,
-50,-163,-1007,
-23,-95,-938,
7,267,-913,
42,-19,-1098,
-80,11,-1042,
-13,-21,-987,
58,214,-1042,
-62,195,-1056,
60,-193,-1069,
46,-46,-958,
-19,-19,-956,
-44,201,-991,
5,5,-1034,
11,-154,-1089,
-115,257,-1007,
46,109,-1057,
76,76,-1063,
-23,-220,-1059,
-54,-99,-954,
-23,265,-868,
17,-7,-1067,
-83,46,-1089,
-29,-89,-1042,
21,242,-1005,
-76,204,-1028,
99,-154,-1073,
27,-66,-946,
-23,-29,-942,
-58,261,-960,
56,-42,-1067,
15,-60,-1102,
-93,156,-1001,
46,140,-1005,
78,132,-1038,
3,-259,-1077,
-68,-11,-950,
0,136,-909,
33,50,-1069,
-91,42,-1056,
21,-122,-1026,
21,325,-983,
-37,138,-1079,
66,-93,-1057,
11,-134,-936,
9,-17,-962,
-85,290,-987,
81,-87,-1042,
1,27,-1075,
-62,46,-1018,
17,232,-1001,
91,52,-1046,
11,-220,-1089,
-81,56,-925,
25,17,-944,
29,160,-1056,
-109,-93,-1067,
3,13,-1030,
13,222,-983,
15,89,-1116,
-42,-23,-1050,
29,-199,-960,
9,103,-917,
-85,111,-1007,
58,15,-1050,
-5,-33,-1013,
-29,54,-1067,
-44,327,-1005,
134,-60,-1052,
15,-74,-1036,
-89,-62,-938,
33,119,-931,
21,142,-1020,
-46,-113,-1132,
-76,85,-983,
66,117,-977,
35,204,-1089,
-35,-165,-1063,
13,-103,-950,
-21,101,-890,
-21,78,-1052,
-42,89,-1057,
19,-122,-1052,
-11,218,-1018,
-37,156,-1054,
121,-3,-1048,
33,-128,-991,
-44,-44,-931,
-44,232,-948,
83,-60,-1044,
-44,37,-1077,
-64,-46,-1016,
64,267,-993,
62,93,-1057,
7,-179,-1081,
-74,-29,-911,
56,-25,-944,
-17,236,-1054,
-68,-109,-1095,
-9,62,-1022,
0,105,-993,
1,177,-1097,
-19,21,-1054,
78,-245,-999,
-54,117,-899,
-64,81,-987,
64,109,-1042,
0,-146,-1069,
-54,146,-1032,
-35,216,-1009,
150,13,-1052,
21,-76,-1013,
-35,-171,-935,
-31,236,-894,
101,-19,-1061,
-74,50,-1097,
-74,-76,-1005,
76,206,-977,
37,201,-1079,
0,-173,-1083,
-23,-48,-933,
5,-48,-923,
-48,259,-1032,
-46,-136,-1075,
25,81,-1057,
-62,89,-991,
27,126,-1122,
-33,66,-1011,
89,-220,-1026,
-81,72,-894,
-21,52,-995,
19,175,-1026,
-29,-175,-1087,
-76,156,-1024,
-1,220,-987,
144,17,-1063,
-37,-25,-1024,
-11,-162,-966,
-19,210,-909,
39,-25,-1038,
-62,121,-1104,
-48,-146,-983,
68,242,-1016,
15,177,-1075,
48,-130,-1106,
-44,-70,-886,
37,-25,-917,
-87,247,-1015,
21,-130,-1112,
-27,113,-1022,
-21,-17,-1024,
-7,294,-1056,
29,0,-1040,
66,-183,-1038,
-122,17,-892,
27,109,-1024,
3,126,-1026,
-9,-146,-1110,
-93,201,-1005,
39,48,-1063,
74,203,-1040,
7,-169,-1054,
-33,-107,-950,
-17,165,-890,
89,68,-1046,
-85,21,-1089,
-5,-121,-1024,
3,320,-956,
66,-27,-1089,
-5,115,-1050,
-9,-226,-923,
50,85,-929,
-60,103,-1022,
5,13,-1085,
-78,-9,-1009,
64,95,-1065,
-66,257,-1013,
111,-132,-1100,
-13,40,-966,
-11,-185,-952,
-68,304,-948,
7,-54,-1054,
11,-3,-1083,
-91,39,-1011,
46,193,-1071,
-11,93,-1018,
74,-162,-1052,
-105,42,-895,
21,-37,-944,
-5,271,-1038,
-1,-206,-1130,
-83,162,-1042,
0,74,-979,
87,234,-1067,
-19,-111,-1056,
27,-105,-966,
-40,87,-845,
46,70,-1061,
-74,46,-1056,
-11,-85,-1044,
3,245,-1011,
46,29,-1077,
23,148,-1030,
5,-300,-933,
1,128,-894,
-56,44,-989,
42,124,-1104,
-50,-80,-1022,
21,91,-1048,
-33,185,-1030,
81,15,-1065,
11,-58,-970,
-3,-154,-950,
-56,277,-944,
46,-119,-1067,
-3,162,-1089,
-58,-134,-1036,
3,329,-1042,
37,-9,-1032,
46,-21,-1044,
-83,-160,-892,
15,173,-958,
-23,66,-1038,
11,-50,-1110,
-134,68,-1015,
62,107,-1061,
11,265,-1050,
62,-222,-1069,
-74,66,-913,
-3,-128,-901,
-17,302,-1028,
-29,-121,-1116,
-33,72,-1016,
-52,44,-972,
111,232,-1087,
-21,-64,-1034,
78,-101,-960,
-103,25,-858,
66,109,-1020,
-56,64,-1042,
21,-93,-1065,
-64,169,-989,
64,58,-1079,
13,181,-1056,
56,-279,-974,
-54,115,-890,
-21,31,-956,
31,195,-1079,
-42,-167,-1061,
-39,130,-1026,
3,124,-1007,
109,74,-1083,
-21,-87,-989,
-1,-68,-935,
-60,119,-913,
76,81,-1087,
-66,25,-1061,
-27,-15,-1038,
-5,210,-997,
62,-29,-1073,
19,78,-1034,
-11,-294,-944,
-42,273,-913,
-5,-44,-1061,
-3,162,-1134,
-76,-163,-1024,
42,298,-1018,
11,39,-1097,
56,13,-1063,
-78,-134,-868,
39,95,-927,
-54,35,-1030,
39,50,-1136,
-85,-42,-1013,
17,128,-1036,
-31,177,-1036,
80,-81,-1095,
-74,-9,-925,
-13,-132,-956,
-50,316,-974,
25,-124,-1110,
-56,156,-1020,
-44,-62,-1063,
21,312,-1040,
60,-158,-1095,
21,-15,-952,
-78,-89,-913,
-3,220,-964,
-21,-44,-1112,
-25,50,-1065,
-93,17,-1026,
93,201,-1067,
11,-15,-1054,
89,-46,-983,
-107,-58,-899,
58,111,-966,
-39,103,-1046,
37,-68,-1110,
-115,119,-1024,
91,80,-1020,
40,158,-1065,
44,-218,-1032,
-74,80,-895,
-11,-3,-913,
11,197,-1075,
-37,-144,-1073,
-68,201,-1020,
21,35,-1007,
128,156,-1122,
-19,-124,-974,
-3,-1,-897,
-31,21,-866,
58,128,-1093,
-44,-35,-1081,
-62,85,-1040,
-5,68,-989,
39,160,-1081,
39,-89,-1024,
-29,-48,-931,
-46,42,-880,
9,126,-1061,
-19,15,-1089,
-33,-15,-1040,
-1,220,-983,
60,76,-1114,
35,-7,-1036,
-5,-177,-899,
-42,162,-854,
21,-15,-1056,
-29,146,-1069,
-27,-124,-1052,
-29,259,-997,
56,-39,-1091,
7,150,-1013,
15,-206,-931,
-44,105,-909,
-15,9,-1022,
0,136,-1098,
-27,-81,-1056,
5,197,-1032,
5,48,-1044,
76,74,-1063,
-15,-226,-952,
-17,119,-915,
-60,29,-964,
52,134,-1095,
-50,-121,-1042,
-11,206,-1071,
-21,62,-1028,
115,60,-1093,
-23,-163,-921,
-27,46,-925,
-64,85,-936,
58,29,-1130,
-78,0,-1052,
-23,99,-1050,
-25,140,-1030,
66,-31,-1071,
-3,-25,-954,
-54,-56,-931,
-29,124,-946,
15,17,-1089,
-29,15,-1071,
-83,66,-1052,
31,138,-1044,
39,80,-1081,
60,-107,-987,
-81,3,-892,
-9,80,-946,
7,121,-1075,
-13,-40,-1104,
-44,105,-1056,
0,199,-977,
124,50,-1042,
31,-81,-972,
-44,42,-864,
7,81,-897,
58,66,-1022,
-9,-7,-1034,
-39,142,-991,
37,152,-968,
138,68,-1018,
42,-42,-942,
-31,1,-851,
5,70,-864,
42,70,-1024,
0,46,-1063,
-76,46,-991,
56,152,-1030,
78,9,-1044,
58,-11,-993,
-56,-56,-870,
1,87,-884,
25,31,-1028,
7,5,-1104,
-81,29,-1028,
40,126,-1015,
78,74,-1056,
46,-52,-1013,
-56,-72,-886,
-15,99,-886,
29,89,-1038,
-7,-19,-1122,
-109,35,-1038,
48,115,-1020,
48,93,-1077,
50,-42,-1034,
-66,-66,-864,
-35,70,-874,
21,48,-1056,
-35,-11,-1138,
-74,19,-1030,
-9,152,-1005,
99,25,-1056,
21,-60,-1032,
-78,-35,-886,
-23,68,-905,
27,35,-1063,
-27,21,-1136,
-80,11,-1036,
-5,154,-1007,
70,78,-1077,
23,-50,-1057,
-80,-56,-884,
-7,25,-880,
5,89,-1056,
-27,7,-1128,
-68,35,-1050,
7,95,-1016,
58,60,-1054,
-5,-35,-1042,
-39,-72,-915,
-25,64,-868,
-1,70,-1046,
-35,-33,-1136,
-78,70,-1022,
21,99,-1048,
42,140,-1052,
35,-70,-1052,
-60,-74,-894,
-23,78,-897,
0,66,-1046,
-23,9,-1139,
-76,0,-1005,
9,134,-1030,
50,93,-1089,
25,-66,-1065,
-40,-60,-851,
-33,66,-882,
23,60,-1052,
-35,-1,-1132,
-78,-3,-1024,
-13,142,-989,
72,87,-1091,
1,-62,-1056,
-27,-50,-868,
-42,44,-892,
46,85,-1052,
-72,-3,-1104,
-27,0,-1028,
-54,165,-1013,
117,72,-1118,
-19,-31,-1046,
-1,-64,-882,
-33,15,-858,
3,115,-1046,
-46,3,-1132,
-52,-5,-1020,
0,128,-1026,
50,117,-1075,
0,-29,-1067,
0,-105,-907,
-37,29,-901,
11,95,-1028,
-31,37,-1108,
-5,39,-1028,
7,85,-1061,
52,146,-1077,
117,-52,-1069,
105,-58,-888,
122,11,-888,
201,70,-1018,
284,-5,-1136,
265,23,-1005,
341,160,-1054,
398,97,-1098,
474,-95,-1102,
452,-48,-890,
413,113,-872,
534,64,-989,
569,-39,-1136,
601,15,-1059,
534,247,-1007,
655,19,-1054,
698,-72,-1046,
751,-40,-931,
562,124,-878,
646,17,-944,
634,-89,-1042,
634,85,-1056,
550,277,-1046,
581,54,-1069,
550,-142,-1048,
527,-29,-901,
441,187,-866,
425,40,-935,
464,-162,-1052,
394,60,-1036,
333,347,-1095,
363,50,-1069,
341,-163,-1050,
298,-74,-944,
136,197,-913,
163,124,-985,
204,-152,-1108,
111,39,-1036,
42,203,-1075,
42,177,-1067,
128,-140,-1054,
85,-39,-946,
-68,52,-862,
-35,152,-921,
29,-66,-1077,
15,54,-1079,
-97,81,-1052,
0,226,-1067,
101,-83,-1112,
44,-60,-1003,
-68,-7,-864,
-37,171,-872,
111,-3,-1112,
89,-37,-1161,
-27,21,-1042,
27,247,-942,
191,-27,-1112,
181,-17,-1079,
-33,-68,-866,
40,111,-821,
156,52,-1038,
179,-11,-1188,
-31,109,-1018,
103,142,-1013,
142,0,-1087,
193,-95,-1059,
-40,-21,-817,
3,138,-812,
119,-39,-1046,
109,-40,-1186,
-60,160,-1026,
99,150,-1026,
101,-70,-1063,
89,-95,-1069,
-58,40,-856,
3,119,-913,
119,-80,-1040,
-5,-31,-1120,
-19,171,-1028,
42,158,-1050,
140,-60,-1116,
54,-95,-1042,
-33,42,-858,
5,93,-886,
109,-44,-1054,
19,-52,-1126,
-21,132,-1073,
58,140,-1075,
109,31,-1095,
58,-93,-1059,
-21,-23,-895,
-27,46,-827,
42,35,-1042,
11,-33,-1167,
-46,7,-1052,
-29,142,-987,
17,144,-1059,
17,-76,-1067,
-25,-81,-940,
-83,60,-843,
17,117,-1003,
-40,-62,-1132,
-52,70,-1052,
-31,115,-1007,
19,156,-1112,
11,-60,-1089,
-39,-50,-884,
-50,52,-819,
11,105,-993,
0,-29,-1145,
1,3,-1067,
-46,165,-1013,
62,132,-1098,
5,-17,-1102,
66,-64,-870,
-56,3,-862,
19,128,-989,
1,70,-1132,
52,5,-1030,
-46,72,-1013,
50,160,-1079,
31,-19,-1114,
50,-62,-919,
-70,-17,-837,
-5,136,-962,
17,29,-1112,
11,-5,-1077,
-50,66,-1063,
11,197,-1081,
66,-35,-1091,
15,-89,-925,
-60,-25,-833,
-46,134,-929,
37,60,-1143,
11,-48,-1095,
-42,42,-1063,
0,201,-1044,
54,21,-1075,
83,-87,-970,
-103,-25,-886,
-1,101,-915,
33,40,-1110,
39,-39,-1075,
-52,29,-1046,
11,175,-1028,
81,25,-1069,
62,-99,-956,
-70,-37,-837,
-46,107,-897,
74,85,-1093,
54,-39,-1118,
-56,17,-1052,
1,152,-1013,
105,95,-1089,
89,-115,-1028,
-87,-78,-866,
-44,115,-899,
74,46,-1075,
31,-40,-1139,
-78,17,-1042,
-40,201,-976,
95,74,-1098,
39,-115,-1073,
-111,-70,-876,
-62,138,-843,
37,89,-1059,
11,-52,-1167,
-117,0,-1036,
-52,134,-991,
62,115,-1087,
-9,-64,-1098,
-134,-80,-876,
-70,78,-827,
11,122,-1042,
-1,-21,-1198,
-117,9,-997,
-27,113,-972,
13,144,-1079,
64,-48,-1124,
-97,-103,-917,
-58,64,-835,
29,142,-993,
40,-19,-1179,
-83,-7,-1028,
-19,121,-976,
78,162,-1108,
80,-42,-1147,
-37,-105,-872,
-74,81,-778,
101,115,-1034,
39,0,-1192,
-33,-23,-1050,
-5,156,-921,
89,124,-1136,
40,-50,-1122,
-5,-48,-903,
-58,40,-790,
85,76,-1038,
17,46,-1132,
-15,-19,-1042,
-40,107,-956,
62,121,-1151,
64,1,-1093,
15,-80,-921,
-44,15,-804,
3,167,-1015,
56,15,-1128,
23,-9,-1038,
-29,-50,-1032,
-37,302,-1065,
101,-23,-1124,
56,-48,-931,
-115,-138,-864,
-97,271,-911,
115,31,-1110,
31,-40,-1044,
-165,-35,-1050,
-56,275,-1003,
111,-29,-1091,
52,-152,-1032,
-284,17,-835,
-33,185,-899,
35,-7,-1104,
-64,-81,-1136,
-302,85,-983,
-76,210,-1050,
50,-52,-1128,
-136,-50,-1032,
-279,-11,-804,
-58,68,-878,
11,15,-1106,
-136,33,-1147,
-201,52,-970,
-113,42,-974,
-140,-29,-1141,
-493,-39,-1130,
-669,-13,-796,
-167,201,-732,
-853,-97,-1352,
-886,21,-1139,
-925,99,-892,
-597,109,-962,
-1061,-19,-1122,
-1042,21,-1093,
-940,-35,-689,
-935,80,-821,
-849,-74,-1200,
-972,15,-1180,
-778,130,-935,
-728,142,-1097,
-581,-58,-1237,
-609,-35,-1069,
-536,37,-829,
-536,72,-913,
-324,-60,-1247,
-197,-13,-1186,
-298,42,-1020,
-257,201,-993,
-99,33,-1214,
39,-42,-1102,
-163,-105,-810,
-91,201,-771,
37,-1,-1145,
44,-76,-1249,
-177,64,-956,
-58,83,-946,
-33,152,-1167,
-33,-101,-991,
-101,74,-718,
1,33,-771,
117,-40,-1069,
119,23,-1005,
165,160,-1015,
327,89,-1028,
320,-62,-1138,
210,0,-985,
255,126,-835,
224,11,-1040,
179,-37,-1130,
162,50,-1071,
9,187,-1056,
105,40,-1145,
-25,66,-1067,
113,15,-960,
-50,7,-831,
-81,-50,-890,
-68,76,-985,
-3,-29,-1038,
-128,101,-1050,
-81,21,-1132,
-80,185,-1063,
-1,-58,-1005,
-91,-35,-964,
-140,-44,-964,
-35,150,-995,
-15,-19,-1046,
-91,-81,-1114,
-146,99,-1054,
-130,220,-1015,
9,-15,-1124,
-191,-189,-1065,
-370,9,-827,
-228,253,-944,
-156,52,-1190,
-363,-156,-1157,
-450,121,-974,
-304,222,-1016,
-220,23,-1093,
-366,-171,-983,
-357,-40,-755,
-162,167,-815,
-146,62,-1065,
-158,-54,-1102,
-146,64,-1052,
-7,105,-1030,
39,46,-1098,
-37,-70,-1052,
